P0;C0;1;3;2;1;1;1;3;1;1;1;1;4;1;2;3;4;0;2;4;4;0;1;4;1;1;4;1;1;1;1;-3;1;1;-4;0;-1;2;-4;0;1;0;0;0;2;2;2;0;0;-2;1
P0;C1;1;0;3;1;2;1;1;1;1;1;3;4;1;0;3;4;0;4;1;4;0;1;3;1;1;1;1;1;1;1;-2;1;1;-4;0;-1;2;4;0;-1;-1;0;0;2;2;2;0;0;-2;1
P0;C2;2;3;3;1;3;1;0;1;1;1;1;1;1;0;3;2;0;2;1;4;0;1;4;4;1;1;1;1;1;1;-3;1;1;1;0;2;2;-4;0;0;-1;0;0;2;2;2;0;0;-2;1
P0;C3;1;3;3;1;1;1;1;1;1;1;1;4;1;0;2;4;0;2;1;4;2;1;4;1;1;1;1;1;1;1;-3;1;1;-4;0;-1;2;-1;0;-1;-1;3;3;2;2;2;0;0;-2;1
P0;C4;3;3;3;2;1;0;1;2;1;1;1;2;1;3;3;2;0;4;1;4;2;3;4;1;1;3;1;1;3;0;-3;1;1;4;0;2;-4;4;3;-1;2;0;2;2;2;2;0;0;-2;1
P0;C5;1;3;3;1;3;0;1;1;0;2;1;1;1;3;3;2;0;2;1;4;0;1;4;1;1;3;1;1;3;1;-3;1;-4;-1;0;0;0;4;0;-1;4;0;0;2;2;2;0;0;-2;1
P0;C6;4;1;3;1;1;1;0;1;4;1;3;4;1;4;3;4;0;1;1;4;0;1;4;1;1;1;1;1;1;1;-3;1;-2;1;0;-1;2;4;0;-1;2;0;0;2;-2;-4;0;3;-2;1
P0;C7;1;3;1;2;3;1;1;2;1;1;3;1;1;3;3;4;0;2;4;4;0;3;0;2;1;2;2;1;1;0;-3;1;2;-4;0;2;-4;4;0;-4;-1;-2;0;2;2;2;0;3;-2;1
P0;C8;4;1;3;1;1;4;1;1;1;1;3;4;1;4;4;2;0;2;1;4;2;1;3;0;0;1;1;1;3;1;-3;-1;0;-4;0;-1;1;0;0;-1;4;4;-1;2;2;2;0;0;-2;1
P0;C9;1;3;3;0;3;1;3;1;0;1;3;4;1;0;3;2;0;2;1;4;0;1;3;1;1;3;1;1;3;1;-4;1;1;-4;0;-1;2;4;0;-4;2;-2;0;2;2;0;0;3;-2;1
P0;C10;0;3;3;1;1;1;1;1;1;1;3;4;1;4;3;4;0;2;1;4;2;1;0;1;1;1;1;3;1;1;-3;1;1;-4;0;-1;2;-4;0;-1;-1;0;0;2;-4;2;0;0;-2;1
P0;C11;1;2;3;1;1;4;1;1;1;2;1;1;1;4;3;2;0;2;4;4;2;1;4;1;2;1;1;3;3;1;-3;-1;0;-4;0;-1;2;-4;0;2;4;0;0;2;2;2;0;0;-2;1
P0;C12;1;3;3;1;1;1;1;1;1;0;3;4;1;0;3;4;0;2;1;4;2;1;3;4;1;1;1;1;1;1;-3;1;1;-4;0;-1;-4;4;0;-1;0;0;0;2;2;2;0;0;-2;1
P0;C13;4;3;1;1;3;1;2;0;1;0;1;1;1;3;3;4;0;2;1;4;0;1;4;4;1;1;1;1;1;1;-3;1;1;1;0;-1;2;0;0;0;2;0;0;0;2;2;0;3;-2;1
P0;C14;1;3;4;1;1;1;1;2;1;1;1;4;1;3;3;2;0;2;1;4;2;1;4;4;1;1;1;1;1;3;-3;1;0;-4;0;-1;0;-1;4;-2;-1;0;0;2;2;2;2;0;-2;1
P0;C15;4;2;3;1;1;1;1;2;1;2;1;1;3;4;3;2;0;0;4;4;0;1;0;1;1;1;2;0;1;1;4;0;0;1;0;-1;2;4;0;-1;4;-4;0;2;2;2;0;0;3;1
P0;C16;1;3;2;1;1;1;0;1;1;1;1;4;1;3;3;4;1;4;1;4;0;1;4;4;1;1;1;1;1;1;-3;1;-4;-4;0;-1;2;-4;0;-1;-1;0;0;2;2;2;0;0;-2;1
P0;C17;4;1;3;1;1;1;1;1;0;1;1;1;1;0;4;1;0;2;0;4;0;3;4;1;2;2;1;1;3;1;0;1;1;1;0;-1;1;-4;0;-1;0;2;0;2;2;2;0;0;-2;3
