P2;22;6.4;8.75;3.4;8.25;3.2
P3;22;6.3;8.3;8.65;3.35;3.4
P4;22;4.5;13.6;5.9;2.5;3.5
P5;22;4.3;13.6;3.6;3.9;4.6
P0;23;6.05;13.55;2.8;3.25;4.35
P1;23;11.65;8.15;5.95;2.85;1.4
P2;23;6.0;9.2;3.65;8.25;2.9
P3;23;5.6;8.1;8.95;3.4;3.95
P4;23;4.6;14.2;5.25;2.55;3.4
P5;23;4.15;13.95;3.65;3.85;4.4
P0;24;5.15;13.55;2.3;4.55;4.45
P1;24;11.35;8.4;6.15;2.5;1.6
P2;24;5.6;10.25;3.9;7.35;2.9
P3;24;4.85;10.25;8.35;2.85;3.7
P4;24;3.55;14.15;5.35;3.25;3.7
P5;24;3.65;13.95;3.85;4.2;4.35
P0;25;4.75;13.6;2.3;5.1;4.25
P1;25;11.3;7.85;6.45;2.7;1.7
P2;25;5.0;10.8;3.7;7.85;2.65
P3;25;4.5;10.05;9.15;2.8;3.5
P4;25;4.45;13.85;5.4;2.75;3.55
P5;25;3.65;13.7;4.15;4.05;4.45
P0;26;3.85;13.75;2.55;5.55;4.3
P1;26;11.7;7.6;6.2;2.9;1.6
P2;26;4.85;11.1;4.0;7.6;2.45
P3;26;4.55;10.4;8.85;3.25;2.95
P4;26;3.45;14.65;6.55;2.05;3.3
P5;26;3.7;14.15;4.1;3.3;4.75
P0;27;3.3;13.05;2.1;7.45;4.1
P1;27;11.7;8.2;5.4;2.85;1.85
P2;27;4.9;11.9;3.85;6.8;2.55
P3;27;4.05;11.1;9.6;3.25;2.0
P4;27;3.15;14.1;6.5;2.35;3.9
P5;27;3.3;14.5;4.05;3.1;5.05
P0;28;3.3;14.1;1.55;7.8;3.25
P1;28;10.7;8.35;6.15;2.8;2.0
P2;28;4.05;11.15;4.55;7.25;3.0
P3;28;4.3;11.05;8.65;3.75;2.25
P4;28;3.2;13.45;6.5;2.95;3.9
P5;28;3.15;13.75;4.65;3.55;4.9
P0;29;2.85;13.3;1.95;8.6;3.3
P1;29;9.4;8.6;6.0;3.6;2.4
P2;29;3.85;11.4;4.65;7.4;2.7
P3;29;4.55;10.55;8.75;4.2;1.95
P4;29;3.25;13.3;6.1;3.15;4.2
P5;29;3.45;13.9;5.6;3.0;4.05
P0;30;2.4;12.7;2.35;8.9;3.65
P1;30;9.45;8.75;5.65;3.5;2.65
P2;30;3.5;10.7;4.55;8.25;3.0
P3;30;4.5;10.1;8.1;4.85;2.45
P4;30;3.0;13.5;6.65;2.55;4.3
P5;30;3.8;13.75;5.75;3.15;3.55
P0;31;2.35;13.8;1.95;8.6;3.3
P1;31;9.9;8.85;4.85;3.8;2.6
P2;31;3.55;10.75;4.35;9.1;2.25
P3;31;4.65;9.25;8.0;5.0;3.1
P4;31;3.95;13.3;6.35;2.55;3.85
P5;31;3.95;13.0;5.05;4.0;4.0
P0;32;2.7;11.7;1.8;10.0;3.8
P1;32;9.95;8.25;5.1;4.0;2.7
P2;32;4.1;10.7;4.1;9.05;2.05
P3;32;4.3;9.35;8.3;5.15;2.9
P4;32;3.6;12.9;6.85;2.55;4.1
P5;32;4.55;12.25;4.95;4.6;3.65
P0;33;3.25;11.4;1.9;10.0;3.45
P1;33;10.3;8.3;5.3;3.75;2.35
P2;33;3.7;9.9;4.3;9.9;2.2
P3;33;4.85;10.55;7.25;4.95;2.4
P4;33;3.55;13.35;7.25;2.3;3.55
P5;33;4.25;12.7;5.3;4.4;3.35
P0;34;2.7;10.75;1.95;10.3;4.3
P1;34;10.75;8.05;5.3;3.6;2.3
P2;34;3.5;10.3;3.65;10.3;2.25
P3;34;4.75;11.05;6.65;5.15;2.4
P4;34;2.9;13.05;7.7;2.35;4.0
P5;34;3.7;12.6;5.75;4.05;3.9
P0;35;2.75;11.1;1.75;10.1;4.3
P1;35;12.2;7.3;5.3;3.05;2.15
P2;35;3.65;9.0;3.2;11.3;2.85
P3;35;4.5;11.4;6.5;5.7;1.9
P4;35;3.15;13.2;7.0;2.4;4.25
P5;35;3.75;12.95;6.15;3.8;3.35
P0;36;3.7;11.25;1.75;10.1;3.2
P1;36;13.2;6.45;5.35;3.05;1.95
P2;36;3.45;8.25;3.05;12.15;3.1
P3;36;5.25;10.85;7.15;4.95;1.8
P4;36;2.9;13.1;7.1;2.6;4.3
P5;36;3.85;13.2;5.85;3.7;3.4
P0;37;3.65;11.25;2.05;9.95;3.1
P1;37;13.25;6.45;5.0;3.05;2.25
P2;37;3.6;8.55;2.95;11.85;3.05
P3;37;4.7;11.6;6.85;5.55;1.3
P4;37;3.35;12.6;6.65;2.45;4.95
P5;37;4.2;12.75;5.35;4.3;3.4
P0;38;4.15;11.5;2.2;8.75;3.4
P1;38;12.65;6.05;5.65;2.95;2.7
P2;38;3.65;9.1;3.5;11.0;2.75
P3;38;4.75;12.45;6.55;4.95;1.3
P4;38;3.7;11.9;7.1;2.9;4.4
P5;38;4.55;12.35;5.5;4.65;2.95
P0;39;2.9;13.75;2.1;7.85;3.4
P1;39;13.35;5.35;5.6;3.1;2.6
P2;39;3.95;8.5;4.15;10.7;2.7
P3;39;4.95;12.05;5.9;5.2;1.9
P4;39;4.1;12.75;6.1;2.25;4.8
P5;39;4.8;11.9;5.6;4.65;3.05
P0;40;2.65;15.2;1.8;6.85;3.5
P1;40;12.7;5.7;5.9;2.85;2.85
P2;40;4.1;8.75;5.25;9.55;2.35
P3;40;5.5;11.6;5.65;5.2;2.05
P4;40;3.85;12.7;6.05;2.5;4.9
P5;40;5.15;12.25;5.55;4.25;2.8
P0;41;2.8;15.5;1.4;6.55;3.75
P1;41;12.4;6.1;5.85;2.6;3.05
P2;41;4.2;9.05;4.85;9.5;2.4
P3;41;5.7;10.8;6.1;5.05;2.35
P4;41;4.05;13.3;5.75;2.2;4.7
P5;41;5.2;11.65;6.3;4.35;2.5
P0;42;3.05;15.1;1.65;6.25;3.95
P1;42;12.6;6.35;5.35;2.95;2.75
P2;42;4.6;9.35;4.45;8.9;2.7
P3;42;5.6;10.55;5.85;5.5;2.5
P4;42;4.6;12.95;5.7;2.75;4.0
P5;42;5.75;11.5;5.8;4.6;2.35
P0;43;3.9;13.9;1.95;6.1;4.15
P1;43;12.25;6.05;5.65;3.35;2.7
P2;43;5.1;9.9;3.95;8.75;2.3
P3;43;5.55;9.9;6.65;5.1;2.8
P4;43;4.1;13.35;5.5;2.4;4.65
P5;43;5.85;11.4;5.45;4.6;2.7
P0;44;3.65;14.55;1.85;5.55;4.4
P1;44;12.25;6.2;5.0;3.45;3.1
P2;44;4.85;9.55;3.95;9.5;2.15
P3;44;5.5;9.65;7.15;5.0;2.7
P4;44;4.25;13.25;5.15;2.9;4.45
P5;44;5.55;11.85;5.95;4.3;2.35
P0;45;3.7;14.75;1.9;5.65;4.0
P1;45;11.75;6.6;4.65;3.6;3.4
P2;45;4.9;11.1;4.3;8.15;1.55
P3;45;6.05;10.1;7.3;4.25;2.3
P4;45;5.0;13.3;5.9;2.6;3.2
P5;45;5.4;10.7;7.25;3.9;2.75
P0;46;3.5;14.7;2.05;5.85;3.9
P1;46;11.1;7.4;4.75;2.85;3.9
P2;46;4.95;10.7;4.2;8.0;2.15
P3;46;6.4;10.25;6.8;3.8;2.75
P4;46;5.4;14.15;5.45;2.5;2.5
P5;46;5.1;11.25;7.05;3.9;2.7
P0;47;3.65;12.45;2.2;7.0;4.7
P1;47;10.4;8.25;4.65;2.75;3.95
P2;47;5.85;10.1;4.1;7.85;2.1
P3;47;6.55;9.5;6.35;4.25;3.35
P4;47;5.55;14.25;5.3;2.95;1.95
P5;47;4.85;11.0;7.05;4.05;3.05
P0;48;5.0;11.5;2.2;6.55;4.75
P1;48;10.3;8.05;4.05;3.45;4.15
P2;48;5.85;9.85;4.35;7.85;2.1
P3;48;7.35;10.1;5.3;4.0;3.25
P4;48;5.55;13.45;5.7;3.0;2.3
P5;48;5.35;11.5;6.9;3.85;2.4
P0;49;5.1;10.35;2.9;6.5;5.15
P1;49;9.9;9.05;4.1;3.45;3.5
P2;49;6.7;9.5;5.6;5.85;2.35
P3;49;7.25;10.15;5.25;3.8;3.55
P4;49;5.5;13.1;5.95;3.1;2.35
P5;49;5.85;10.7;7.1;4.0;2.35
P0;50;4.75;10.15;2.95;6.65;5.5
P1;50;9.3;9.05;4.45;3.35;3.85
P2;50;6.35;9.85;6.2;5.45;2.15
P3;50;7.3;9.5;6.05;3.1;4.05
P4;50;6.1;12.7;6.2;2.9;2.1
P5;50;6.1;9.25;7.7;4.55;2.4
P0;51;4.5;11.1;2.75;6.2;5.45
P1;51;10.2;8.55;4.55;2.7;4.0
P2;51;5.9;9.6;5.8;6.45;2.25
P3;51;7.3;10.3;5.05;3.2;4.15
P4;51;5.4;12.0;6.55;3.6;2.45
P5;51;5.75;9.4;7.2;5.0;2.65
P0;52;3.9;11.85;3.25;5.55;5.45
P1;52;9.55;8.8;4.65;2.4;4.6
P2;52;6.35;10.7;5.05;6.0;1.9
P3;52;6.6;10.45;5.8;4.0;3.15
P4;52;6.1;12.0;5.95;3.6;2.35
P5;52;5.5;10.95;6.9;3.7;2.95
P0;53;4.1;11.45;3.45;5.05;5.95
P1;53;9.25;8.6;4.05;2.8;5.3
P2;53;6.75;9.95;6.25;5.55;1.5
P3;53;5.9;11.0;6.5;4.05;2.55
P4;53;6.85;12.6;5.15;2.45;2.95
P5;53;5.45;12.3;6.25;3.1;2.9
P0;54;4.4;11.7;3.65;4.35;5.9
P1;54;8.95;9.0;3.9;3.1;5.05
P2;54;7.05;10.2;4.95;6.1;1.7
P3;54;5.9;10.55;6.45;3.8;3.3
P4;54;5.7;13.0;5.55;2.85;2.9
P5;54;5.65;12.55;6.05;2.8;2.95
P0;55;4.5;12.35;3.55;4.2;5.4
P1;55;8.6;8.7;3.85;3.05;5.8
P2;55;6.95;10.1;5.1;6.0;1.85
P3;55;5.75;10.5;7.15;3.95;2.65
P4;55;5.75;13.05;5.1;2.95;3.15
P5;55;6.0;11.75;6.2;2.85;3.2
P0;56;4.7;12.4;3.65;4.55;4.7
P1;56;8.1;9.1;4.0;2.75;6.05
P2;56;7.2;10.35;4.55;6.4;1.5
P3;56;5.65;10.95;7.95;3.35;2.1
P4;56;4.85;13.6;5.7;2.35;3.5
P5;56;6.25;11.4;6.55;2.35;3.45
P0;57;4.8;12.45;4.1;4.9;3.75
P1;57;8.35;9.1;3.5;2.5;6.55
P2;57;6.8;10.85;4.5;6.1;1.75
P3;57;5.2;11.75;7.25;3.3;2.5
P4;57;4.85;13.0;6.7;2.2;3.25
P5;57;6.8;11.8;5.75;2.45;3.2
P0;58;4.35;12.25;4.75;4.4;4.25
P1;58;8.85;9.35;3.15;2.8;5.85
P2;58;6.85;10.65;4.85;5.95;1.7
P3;58;5.0;12.3;6.75;3.8;2.15
P4;58;4.55;13.1;7.25;2.3;2.8
P5;58;7.3;11.65;6.2;2.4;2.45
P0;59;4.75;12.25;4.9;3.8;4.3
P1;59;9.6;8.95;4.2;2.25;5.0
P2;59;6.35;10.65;4.9;6.3;1.8
P3;59;3.9;11.45;8.2;4.2;2.25
P4;59;4.6;13.2;8.0;2.25;1.95
P5;59;8.0;11.45;6.35;2.05;2.15
P0;60;5.6;11.8;4.6;3.7;4.3
P1;60;9.4;9.05;4.45;2.75;4.35
P2;60;6.6;11.1;3.55;6.45;2.3
P3;60;3.6;11.85;8.1;4.0;2.45
P4;60;5.3;13.05;7.2;2.5;1.95
P5;60;8.8;11.35;5.4;2.7;1.75
P0;61;5.05;12.5;5.1;3.85;3.5
P1;61;9.6;9.1;3.7;2.95;4.65
P2;61;6.1;11.45;3.35;6.3;2.8
P3;61;4.7;11.75;7.4;3.35;2.8
P4;61;5.3;12.95;7.7;2.4;1.65
P5;61;9.5;12.25;4.6;2.2;1.45
P0;62;5.2;11.8;5.0;4.6;3.4
P1;62;9.9;8.45;3.9;3.25;4.5
P2;62;5.95;11.35;3.45;6.3;2.95
P3;62;4.8;11.8;6.85;3.75;2.8
P4;62;6.3;12.5;7.0;2.2;2.0
P5;62;8.4;12.35;5.15;2.35;1.75
P0;63;5.2;11.8;4.5;4.8;3.7
P1;63;10.4;8.6;3.85;3.2;3.95
P2;63;6.5;10.9;2.85;7.25;2.5
P3;63;4.95;11.95;6.6;4.25;2.25
P4;63;6.0;12.9;7.05;2.25;1.8
P5;63;8.3;12.75;4.9;2.35;1.7
P0;64;5.4;11.0;4.95;4.8;3.85
P1;64;10.7;9.2;3.15;3.3;3.65
P2;64;6.35;10.65;3.45;7.0;2.55
P3;64;5.5;11.3;7.5;3.55;2.15
P4;64;5.8;13.45;6.6;2.0;2.15
P5;64;8.35;12.6;5.2;2.35;1.5
P0;65;5.05;11.7;3.65;5.9;3.7
P1;65;11.25;9.45;3.25;2.9;3.15
P2;65;6.1;10.95;3.45;7.35;2.15
P3;65;5.8;12.2;7.5;3.05;1.45
P4;65;4.6;15.0;6.85;1.65;1.9
P5;65;7.8;12.6;5.35;2.6;1.65
P0;66;4.3;12.4;3.15;6.55;3.6
P1;66;11.0;9.25;3.15;3.1;3.5
P2;66;6.2;10.85;3.5;7.1;2.35
P3;66;6.3;12.75;7.1;2.65;1.2
P4;66;4.65;13.8;7.65;1.7;2.2
P5;66;7.85;12.5;5.3;2.45;1.9
P0;67;4.15;12.6;3.0;6.45;3.8
P1;67;9.95;10.1;3.35;2.95;3.65
P2;67;6.5;10.85;2.75;7.5;2.4
P3;67;6.35;12.65;7.1;2.65;1.25
P4;67;4.4;13.6;7.75;2.15;2.1
P5;67;7.8;12.8;5.35;2.1;1.95
P0;68;4.3;12.6;2.65;6.45;4.0
P1;68;9.1;11.25;3.2;2.8;3.65
P2;68;6.7;10.2;2.35;7.85;2.9
P3;68;6.05;12.35;7.55;2.5;1.55
P4;68;4.15;13.65;7.7;1.95;2.55
P5;68;8.05;11.9;5.55;2.1;2.4
P0;69;4.2;13.05;2.45;6.4;3.9
P1;69;9.75;10.9;3.55;2.15;3.65
P2;69;6.25;10.6;2.2;7.75;3.2
P3;69;4.95;14.85;6.7;2.25;1.25
P4;69;4.4;13.5;7.65;2.0;2.45
P5;69;7.7;11.85;5.75;2.6;2.1
P0;70;4.4;14.0;2.75;5.0;3.85
P1;70;9.4;11.0;3.55;2.6;3.45
P2;70;6.4;11.0;2.35;7.55;2.7
P3;70;4.65;14.95;6.9;2.45;1.05
P4;70;4.2;14.0;7.15;2.9;1.75
P5;70;7.55;11.9;5.6;2.6;2.35
P0;71;4.6;15.1;2.5;3.7;4.1
P1;71;9.2;10.9;3.95;2.95;3.0
P2;71;7.0;10.65;2.4;6.8;3.15
P3;71;5.2;13.8;7.8;2.2;1.0
P4;71;3.4;14.45;7.55;2.85;1.75
P5;71;6.4;12.5;5.6;2.45;3.05
P0;72;4.6;15.1;2.95;3.3;4.05
P1;72;8.65;10.4;3.95;3.4;3.6
P2;72;6.4;12.6;1.9;6.25;2.85
P3;72;4.85;13.3;8.15;2.15;1.55
P4;72;4.05;14.55;7.25;2.5;1.65
P5;72;6.85;13.7;4.95;1.85;2.65
P0;73;5.25;14.75;2.45;3.4;4.15
P1;73;8.5;10.75;3.7;3.05;4.0
P2;73;5.05;14.25;1.75;6.7;2.25
P3;73;4.7;12.65;7.65;2.85;2.15
P4;73;3.6;15.2;7.6;2.0;1.6
P5;73;6.6;13.8;4.8;1.75;3.05
P0;74;4.75;15.1;3.0;3.15;4.0
P1;74;8.75;11.25;3.15;3.5;3.35
P2;74;4.95;13.75;1.95;7.0;2.35
P3;74;5.5;13.5;6.05;3.25;1.7
P4;74;3.05;16.1;7.2;1.7;1.95
P5;74;6.55;14.25;4.5;1.75;2.95
P0;75;4.7;14.9;3.55;3.15;3.7
P1;75;9.0;12.0;3.25;2.95;2.8
P2;75;4.85;13.2;2.35;7.3;2.3
P3;75;5.65;13.85;5.8;2.65;2.05
P4;75;3.55;15.65;6.95;1.8;2.05
P5;75;5.9;14.85;4.0;1.9;3.35
P0;76;5.05;13.15;3.7;4.2;3.9
P1;76;8.85;11.45;3.7;3.15;2.85
P2;76;5.0;13.45;2.25;7.15;2.15
P3;76;6.0;12.85;6.8;2.45;1.9
P4;76;4.0;16.05;6.15;1.95;1.85
P5;76;6.95;14.7;3.75;2.0;2.6
P0;77;4.8;13.35;3.7;4.25;3.9
P1;77;9.1;9.95;4.45;3.9;2.6
P2;77;4.95;12.75;2.15;7.8;2.35
P3;77;5.9;12.45;7.25;2.2;2.2
P4;77;4.5;15.2;6.45;1.8;2.05
P5;77;7.15;13.8;3.9;2.3;2.85
P0;78;4.95;12.8;4.05;4.55;3.65
P1;78;9.1;9.4;4.8;3.65;3.05
P2;78;4.95;12.6;2.35;8.05;2.05
P3;78;6.3;11.9;7.6;2.3;1.9
P4;78;3.25;15.55;7.2;2.2;1.8
P5;78;7.0;13.85;4.2;2.1;2.85
P0;79;4.5;12.5;3.6;4.95;4.45
P1;79;9.0;9.65;4.8;3.65;2.9
P2;79;5.45;13.1;1.75;7.6;2.1
P3;79;7.2;11.85;6.95;2.35;1.65
P4;79;3.4;15.15;6.8;2.45;2.2
P5;79;7.05;14.15;3.7;2.15;2.95
P0;80;4.1;13.0;3.25;5.35;4.3
P1;80;9.6;9.2;4.85;4.0;2.35
P2;80;4.55;12.9;2.15;7.75;2.65
P3;80;7.5;10.9;7.4;3.0;1.2
P4;80;3.45;15.4;6.25;2.65;2.25
P5;80;6.85;14.65;3.9;2.15;2.45
P0;81;3.6;13.0;3.5;5.3;4.6
P1;81;8.9;10.1;5.25;3.0;2.75
P2;81;5.15;12.9;2.1;7.65;2.2
P3;81;7.65;10.15;7.55;3.55;1.1
P4;81;3.85;15.5;5.3;2.8;2.55
P5;81;7.0;14.75;3.55;2.25;2.45
P0;82;3.8;13.25;3.4;5.45;4.1
P1;82;8.5;10.05;5.6;3.35;2.5
P2;82;5.05;11.75;2.65;7.85;2.7
P3;82;7.3;11.05;6.9;3.8;0.95
P4;82;4.25;14.9;5.9;2.55;2.4
P5;82;8.25;13.85;3.05;2.85;2.0
P0;83;3.45;14.2;3.35;4.6;4.4
P1;83;8.4;10.3;5.65;2.9;2.75
P2;83;4.75;12.8;1.9;7.45;3.1
P3;83;7.2;11.2;6.55;3.0;2.05
P4;83;4.45;14.95;6.1;2.45;2.05
P5;83;7.8;14.55;2.7;2.75;2.2
P0;84;3.45;14.3;3.75;4.5;4.0
P1;84;7.7;10.2;6.25;2.75;3.1
P2;84;4.85;13.45;2.4;6.75;2.55
P3;84;6.3;12.45;7.05;2.35;1.85
P4;84;4.7;14.35;6.4;2.35;2.2
P5;84;8.05;14.8;2.65;2.75;1.75
P0;85;3.7;13.8;4.05;4.25;4.2
P1;85;7.55;9.7;7.05;3.3;2.4
P2;85;4.75;13.2;3.0;6.45;2.6
P3;85;6.5;12.15;6.35;2.85;2.15
P4;85;4.35;14.85;6.15;2.4;2.25
P5;85;8.25;15.1;1.5;3.25;1.9
P0;86;4.2;13.3;3.85;4.4;4.25
P1;86;8.5;9.85;6.3;2.6;2.75
P2;86;4.9;13.5;3.5;6.25;1.85
P3;86;5.95;12.7;6.15;2.95;2.25
P4;86;5.0;14.1;6.95;2.55;1.4
P5;86;7.65;15.15;1.65;3.3;2.25
P0;87;4.0;12.75;4.3;4.5;4.45
P1;87;8.65;9.0;6.7;2.9;2.75
P2;87;4.65;13.35;3.35;6.3;2.35
P3;87;6.2;12.15;7.1;2.7;1.85
P4;87;4.95;13.55;7.4;2.75;1.35
P5;87;6.85;16.5;1.65;3.15;1.85
P0;88;4.35;13.25;4.1;4.0;4.3
P1;88;9.35;8.35;6.6;3.0;2.7
P2;88;3.85;13.85;2.8;6.9;2.6
P3;88;6.0;11.85;7.25;3.15;1.75
P4;88;6.15;13.35;6.25;3.05;1.2
P5;88;6.9;16.6;1.75;2.65;2.1
P0;89;4.7;12.65;5.05;4.0;3.6
P1;89;10.1;8.35;6.95;2.5;2.1
P2;89;4.5;14.0;3.25;5.95;2.3
P3;89;6.45;12.15;7.0;3.05;1.35
P4;89;6.0;13.65;5.9;3.05;1.4
P5;89;7.65;15.8;1.85;2.5;2.2
P0;90;3.7;13.65;3.6;3.65;5.4
P1;90;10.75;8.2;6.65;2.45;1.95
P2;90;4.5;13.85;3.4;6.55;1.7
P3;90;6.65;12.55;6.15;2.85;1.8
P4;90;5.9;13.35;6.5;3.05;1.2
P5;90;7.4;15.9;2.15;2.75;1.8
P0;91;3.8;13.75;3.15;4.15;5.15
P1;91;10.25;8.15;6.85;2.35;2.4
P2;91;4.2;13.95;3.55;6.65;1.65
P3;91;6.3;13.15;6.45;2.15;1.95
P4;91;5.65;13.9;6.45;2.8;1.2
P5;91;6.4;17.2;2.2;2.75;1.45
P0;92;4.15;14.1;2.85;4.2;4.7
P1;92;8.9;9.2;6.7;2.9;2.3
P2;92;4.1;13.5;3.45;7.3;1.65
P3;92;6.2;12.55;6.6;2.4;2.25
P4;92;5.0;13.5;6.65;3.35;1.5
P5;92;6.65;17.6;1.6;2.2;1.95
P0;93;4.3;14.65;2.65;4.05;4.35
