P1;93;8.65;9.95;5.7;3.2;2.5
P2;93;4.1;12.95;3.35;7.4;2.2
P3;93;6.8;12.9;5.8;2.5;2.0
P4;93;4.35;14.3;6.4;3.1;1.85
P5;93;6.8;17.85;1.25;2.15;1.95
P0;94;4.15;14.9;2.95;4.05;3.95
P1;94;8.25;10.4;5.7;2.8;2.85
P2;94;4.15;13.2;3.75;6.9;2.0
P3;94;6.55;12.65;5.65;2.95;2.2
P4;94;3.55;14.55;6.95;3.3;1.65
P5;94;5.4;18.8;1.5;2.35;1.95
P0;95;3.65;14.8;3.2;4.25;4.1
P1;95;8.0;10.05;6.05;3.1;2.8
P2;95;3.8;13.45;3.85;6.65;2.25
P3;95;6.75;13.6;5.2;2.5;1.95
P4;95;3.4;15.1;6.15;3.25;2.1
P5;95;4.5;19.45;1.65;2.25;2.15
P0;96;3.4;15.1;3.0;4.75;3.75
P1;96;8.9;10.2;5.45;2.6;2.85
P2;96;3.25;13.9;3.45;7.35;2.05
P3;96;6.3;13.3;5.35;2.75;2.3
P4;96;3.25;14.75;6.85;3.25;1.9
P5;96;5.65;18.25;1.6;2.85;1.65
P0;97;2.9;15.8;3.2;4.75;3.35
P1;97;9.55;10.65;4.6;2.75;2.45
P2;97;3.6;13.7;3.6;7.35;1.75
P3;97;7.05;14.9;4.15;2.1;1.8
P4;97;3.3;14.35;7.0;3.55;1.8
P5;97;6.0;17.7;1.5;3.25;1.55
P0;98;3.4;15.9;2.75;4.65;3.3
P1;98;9.85;10.3;4.45;2.4;3.0
P2;98;3.45;13.2;3.35;7.45;2.55
P3;98;6.8;14.7;4.35;2.5;1.65
P4;98;3.45;15.3;6.7;2.4;2.15
P5;98;6.9;17.4;1.2;2.75;1.75
P0;99;3.75;15.05;2.5;5.0;3.7
P1;99;9.2;10.35;4.6;2.65;3.2
P2;99;4.05;12.3;3.8;7.1;2.75
P3;99;7.35;14.4;3.55;2.95;1.75
P4;99;3.65;14.8;7.15;2.4;2.0
P5;99;6.55;17.65;1.5;2.55;1.75
